_ - uri,_ - rank,_ - name,_ - country,_ - profits,_ - marketValue,_ - ceo,_ - revenue,_ - headquarters,_ - industry,_ - state
saputo,1086,Saputo,Canada,481.4,12528,Lino Saputo,8419,Canada,Food Processing,
sasol,463,Sasol,South Africa,1368,20870,David Constable,13294,South Africa,Diversified Chemicals,
saudi-arabian-fertilizers,1803,Saudi Arabian Fertilizers,Saudi Arabia,486.9,7194,Yousef Al-Benyan,873,Saudi Arabia,Specialized Chemicals,
saudi-arabian-mining,1424,Saudi Arabian Mining,Saudi Arabia,136.8,10260,Khalid Saleh,2796,Saudi Arabia,Diversified Metals & Mining,
saudi-basic-industries,113,Saudi Basic Industries,Saudi Arabia,5007.6,63468,Yousef Al-Benyan,39766,Saudi Arabia,Diversified Chemicals,
saudi-british-bank,830,Saudi British Bank,Saudi Arabia,1161.7,9323,David Dew,1905,Saudi Arabia,Regional Banks,
saudi-electricity,570,Saudi Electricity,Saudi Arabia,401.9,18787,Ziad Al-Shiha,11050,Saudi Arabia,Electric Utilities,
saudi-hollandi-bank,1402,Saudi Hollandi Bank,Saudi Arabia,531.9,3915,Bernardus Linder,1147,Saudi Arabia,Regional Banks,
saudi-investment-bank,1784,Saudi Investment Bank,Saudi Arabia,312.5,2441,Musaed Al-Mineefi,875,Saudi Arabia,Investment Services,
saudi-telecom,356,Saudi Telecom,Saudi Arabia,2488.5,32648,Khaled bin Husain Biyari,13552,Saudi Arabia,Telecommunications services,
savola-group,1550,Savola Group,Saudi Arabia,477.6,5689,Abdullah Noor Rehaimi,7054,Saudi Arabia,Food Processing,
sberbank,102,Sberbank,Russia,3636,39195,Herman Gref,42563,Russia,Regional Banks,
scentre-group,764,Scentre Group,Australia,2031.9,18590,Peter Allen,2152,Australia,,
schaeffler,796,Schaeffler,Germany,655.4,10234,Klaus Rosenfeld,14667,Germany,Auto & Truck Parts,
schindler-holding,844,Schindler Holding,Switzerland,775.8,20392,Silvio Napoli,9753,Switzerland,Other Industrial Equipment,
schlumberger,176,Schlumberger,United States,1598,111135,Paal Kibsgaard,31746,Texas,Oil Services & Equipment,Texas
schneider-electric,248,Schneider Electric,France,1560.2,39281,Jean-Pascal Tricoire,29542,France,Electrical Equipment,
schroders,1009,Schroders,United Kingdom,714.1,9955,Timothy Mayopoulos,3177,United Kingdom,Investment Services,
scor,653,Scor,France,711.9,7150,Denis Kessler,14881,France,Diversified Insurance,
scripps-networks-interactive,1575,Scripps Networks Interactive,United States,606.8,8382,Kenneth Lowe,3018,Tennessee,Broadcasting & Cable,Tennessee
seadrill,1966,Seadrill,Bermuda,-739,1986,John Fredriksen,4335,Bermuda,Oil Services & Equipment,
seagate-technology,1073,Seagate Technology,Ireland,628,7505,Stephen Luczo,12168,Ireland,Computer Storage Devices,
sealed-air,1398,Sealed Air,United States,333.2,10226,Jerome Peribere,7032,North Carolina,Containers & Packaging,North Carolina
sears-holdings,1453,Sears Holdings,United States,-1129,1935,Edward Lampert,25146,Illinois,Discount Stores,Illinois
secom,854,Secom,Japan,640.3,18061,Shuji Maeda,7135,Japan,Security Systems,
securitas,1709,Securitas,Sweden,288.8,5955,Alf Göransson,9585,Sweden,Business & Personal Services,
segro,1786,Segro,United Kingdom,1042.7,4389,David Sleath,380,United Kingdom,Real Estate,
seiko-epson,1271,Seiko Epson,Japan,636.5,6197,Minoru Usui,9160,Japan,Business Products & Supplies,
sekisui-chemical,1405,Sekisui Chemical,Japan,409.4,6731,Naofumi Negishi,9090,Japan,Construction Services,
sekisui-house,681,Sekisui House,Japan,696.3,13018,Isami Wada,15354,Japan,Construction Services,
sembcorp-industries,1520,Sembcorp Industries,Singapore,378.8,3964,Kin Tang,6940,Singapore,Construction Services,
sempra-energy,409,Sempra Energy,United States,1350,25214,Debra Reed,10188,California,Natural Gas Utilities,California
senshu-ikeda-holdings,1755,Senshu Ikeda Holdings,Japan,149.8,1098,Kazuyuki Kataoka,865,Japan,Regional Banks,
seven-i-holdings,240,Seven & I Holdings,Japan,1333,37586,Toshifumi Suzuki,40548,Japan,Food Retail,
severstal,1219,Severstal,Russia,545.8,10363,Vadim Larin,6345,Russia,Iron & Steel,
shaanxi-coal-industry,1610,Shaanxi Coal Industry,China,-285.6,7115,Long Min,5876,China,Diversified Metals & Mining,
shaftesbury,1992,Shaftesbury,United Kingdom,721.7,3593,Jonathon Lane,153,United Kingdom,Real Estate,
shanghai-chengtou-holding,1761,Shanghai Chengtou Holding,China,574.7,6814,Hong An,1181,China,Diversified Utilities,
shanghai-commercial-savings-bank,1415,Shanghai Commercial & Savings Bank,Taiwan,374.7,3541,Hung Yung,1358,Taiwan,Regional Banks,
shanghai-construction,1131,Shanghai Construction,China,298.4,4706,Zheng Xu,19508,China,Construction Services,
shanghai-electric-group,790,Shanghai Electric Group,China,340,14036,Di Huang,12325,China,Heavy Equipment,
shanghai-industrial-holdings,1849,Shanghai Industrial Holdings,China,357.3,2534,Jie Zhou,2540,China,Real Estate,
shanghai-international-airport-co-ltd,1820,Shanghai International Airport,China,402.8,8402,Shun Yuan,979,China,Other Transportation,
shanghai-international-port,869,Shanghai International Port,China,1044.1,17916,Xu Chen,4656,China,Other Transportation,
shanghai-pharmaceuticals,1059,Shanghai Pharmaceuticals,China,458.2,6648,Chuan He,16748,China,Drug Retail,
shanghai-pudong-development,57,Shanghai Pudong Development,China,8051.4,55209,Guang Geng,41393,China,Regional Banks,
raas-blood-products,1865,Shanghai RAAS Blood Products,China,229.5,15806,Qiu He,319,China,Biotechs,
shanxi-taigang-stainless,1681,Shanxi Taigang Stainless,China,-140.9,3053,Zhi Zhang,11279,China,Iron & Steel,
sharp,1361,Sharp,Japan,-2672.2,2199,Shigeaki Mizushima,21797,Japan,Consumer Electronics,
shaw-communications,1357,Shaw Communications,Canada,648.2,8969,Bradley Shaw,4080,Canada,Broadcasting & Cable,
shengjing-bank,705,Shengjing Bank,China,988.8,8415,Lin Yang,5386,China,Regional Banks,
shenwan-hongyuan-group,641,Shenwan Hongyuan Group,China,1699.2,19014,,1773,China,Major Banks,
shenzhen-overseas,1164,Shenzhen Overseas,China,715.4,8568,Ping Liu,4116,China,Hotels & Motels,
sherwin-williams,722,Sherwin-Williams,United States,1065.6,27578,John Morikis,11463,Ohio,Home Improvement Retail,Ohio
shiga-bank,1781,Shiga Bank,Japan,144.5,1165,Yoshio Daido,739,Japan,Regional Banks,
shimano,1331,Shimano,Japan,629.3,14229,Yozo Shimano,3128,Japan,Recreational Products,
shimao-property-holdings,850,Shimao Property Holdings,Hong Kong,975,4871,Wing Hui,9190,Hong Kong,Real Estate,
shimizu,993,Shimizu,Japan,440.3,7207,Yoichi Miyamoto,13795,Japan,Construction Services,
shin-kong-financial,1161,Shin Kong Financial,Taiwan,182,2007,Tung Wu,8830,Taiwan,Life & Health Insurance,
shin-etsu-chemical,527,Shin-Etsu Chemical,Japan,1197.7,24378,Chihiro Kanagawa,10754,Japan,Diversified Chemicals,
shinhan-financial-group,271,Shinhan Financial Group,South Korea,2178.2,17637,Dong-Woo Han,14882,South Korea,Investment Services,
shinsei-bank,1203,Shinsei Bank,Japan,525.6,4000,Shigeki Toma,2264,Japan,Regional Banks,
shionogi-co,1337,Shionogi,Japan,491.2,18496,Motozo Shiono,2475,Japan,Pharmaceuticals,
shire,631,Shire,Ireland,1302.8,36566,"Flemming Ornskov,",6417,Ireland,Pharmaceuticals,
shiseido,1570,Shiseido,Japan,241,9056,Masahiko Uotani,8404,Japan,Household/Personal Care,
shizuoka-bank,1217,Shizuoka Bank,Japan,438.7,5409,Katsunori Nakanishi,1750,Japan,Regional Banks,
shoprite-holdings,1497,Shoprite Holdings,South Africa,341.3,6701,James Basson,9291,South Africa,Food Retail,
showa-shell-sekiyu,1715,Showa Shell Sekiyu,Japan,-226.9,3950,Tsuyoshi Kameoka,17987,Japan,Oil & Gas Operations,
siam-cement,622,Siam Cement,Thailand,1324.7,16507,Roongrote Rangsiyopash,12827,Thailand,Specialized Chemicals,
siam-commercial-bank,535,Siam Commercial Bank,Thailand,1273,12693,Arthid Nanthawithaya,6827,Thailand,Regional Banks,
sichuan-chuantou-energy,1933,Sichuan Chuantou Energy,China,616.2,5648,Qun Jin,176,China,Electric Utilities,
siemens,51,Siemens,Germany,6463.9,91812,Josef Kaeser,85511,Germany,Conglomerates,
signature-bank,1237,Signature Bank,United States,393.7,7526,Joseph Depaolo,1208,New York,Regional Banks,New York
signet-jewelers,1332,Signet Jewelers,Bermuda,467.9,8772,Mark Light,6550,Bermuda,Specialty Stores,
sika,1316,Sika,Switzerland,478,10294,Jan Jenisch,5701,Switzerland,Construction Materials,
sime-darby,813,Sime Darby,Malaysia,505.5,12870,Mohammed Bin Salleh,11475,Malaysia,Conglomerates,
simon-property-group,525,Simon Property Group,United States,1577.2,62546,David Simon,5258,Indiana,Real Estate,Indiana
singtel,320,SingTel,Singapore,2809.4,46722,Sock Chua,12511,Singapore,Telecommunications services,
singapore-airlines,895,Singapore Airlines,Singapore,450.3,10020,Choon Goh,11197,Singapore,Airline,
sino-land,1510,Sino Land,Hong Kong,624.5,4618,Chee Ng,2927,Hong Kong,Real Estate,
sino-ocean-land-holdings,1545,Sino-Ocean Land Holdings,China,342,3584,Ming Li,5085,China,Real Estate,
sinopac-financial,1480,SinoPac Financial,Taiwan,341.9,3050,Tzu Hsiao,1483,Taiwan,Regional Banks,
sinohydro-group,372,Sinohydro Group,China,1031.5,13261,Zong Ma,26409,China,Construction Services,
sinopec,31,Sinopec,China,5124,89941,Qingde Sun,283613,China,Oil & Gas Operations,
sinopharm-group,829,Sinopharm Group,China,87.1,12468,Yu Wei,36139,China,Pharmaceuticals,
sinotex-investment-development,1081,Sinotex Investment & Development,China,709.6,9752,Qin Bao,3130,China,,
sistema,1440,Sistema,Russia,-8.6,2733,Mikhail Shamolin,11560,Russia,Telecommunications services,
skanska,873,Skanska,Sweden,566.6,9061,Johan Karlström,18141,Sweden,Construction Services,
skyworks-solutions,1222,Skyworks Solutions,United States,958.4,13594,Liam Griffin,3380,Massachusetts,Semiconductors,Massachusetts
smith-nephew,1392,Smith & Nephew,United Kingdom,410.6,14496,Olivier Bohuon,4634,United Kingdom,Medical Equipment & Supplies,
smiths-group,1875,Smiths Group,United Kingdom,439.7,6560,Andrew Smith,4341,United Kingdom,Conglomerates,
smurfit-kappa-group,1387,Smurfit Kappa Group,Ireland,443.6,6243,Anthony Smurfit,8992,Ireland,Paper & Paper Products,
snam,713,Snam,Italy,1372.8,20553,Carlo Malacarne,4276,Italy,Electric Utilities,
snap-on,1627,Snap-on,United States,478.7,9341,Nicholas Pinchuk,3593,Wisconsin,Household/Personal Care,Wisconsin
sociedades-bolivar,1420,Sociedades Bolivar,Colombia,425.2,1506,Miguel Kotal,4246,Colombia,Business & Personal Services,
societe-generale,115,Société Générale,France,4436.8,32464,Frédéric Oudéa,28432,France,Major Banks,
sodexo,594,Sodexo,France,788.3,15896,Michel Landel,22548,France,Business & Personal Services,
softbank,69,Softbank,Japan,4277.8,67137,Masayoshi Son,74747,Japan,Telecommunications services,
sojitz,1236,Sojitz,Japan,314.5,2615,Yoji Sato,14050,Japan,Trading Companies,
solvay,751,Solvay,Belgium,450.2,10730,Jean-Pierre Clamadieu,12250,Belgium,Diversified Chemicals,
sonova-holding,1879,Sonova Holding,Switzerland,359.8,8774,Lukas Braunschweiler,2142,Switzerland,Medical Equipment & Supplies,
sony,192,Sony,Japan,1068.3,34140,Kazuo Hirai,67892,Japan,Consumer Electronics,
soochow-securities,1890,Soochow Securities,China,406,5816,Li Fan,1550,China,Investment Services,
southern-company,213,Southern,United States,2421,45264,Thomas Fanning,17527,Georgia,Electric Utilities,Georgia
southwest-airlines,342,Southwest Airlines,United States,2242,30176,Gary Kelly,20232,Texas,Airline,Texas
southwest-securities,1572,Southwest Securities,China,565.6,7094,Hui Jiang,1716,China,Other Transportation,
spectra-energy,1000,Spectra Energy,United States,196,21670,Gregory Ebel,5194,Texas,Oil Services & Equipment,Texas
spirit-aerosystems,1324,Spirit AeroSystems,United States,788.4,6239,Larry Lawson,6644,Kansas,Aerospace & Defense,Kansas
st-galler-kantonalbank,1916,St Galler Kantonalbank,Switzerland,138.5,2327,Roland Ledergerber,624,Switzerland,Regional Banks,
st-jude-medical,940,St Jude Medical,United States,713,17210,Michael Rousseau,5644,Minnesota,Medical Equipment & Supplies,Minnesota
st-jamess-place,1133,St. James's Place,United Kingdom,308.9,6878,David Bellamy,4756,United Kingdom,Investment Services,
standard-bank-group,317,Standard Bank Group,South Africa,1888.2,14428,Ben Kruger,15375,South Africa,Regional Banks,
standard-chartered,516,Standard Chartered,United Kingdom,-2177.7,26303,Peter Sands,20549,United Kingdom,Major Banks,
standard-life,366,Standard Life,United Kingdom,2174.1,9633,Keith Skeoch,13764,United Kingdom,Life & Health Insurance,
stanley-black-decker,655,Stanley Black & Decker,United States,910.8,16739,John Lundgre,11214,Connecticut,Household/Personal Care,Connecticut
staples,1123,Staples,United States,379,6780,Ronald Sargent,21060,Massachusetts,Specialty Stores,Massachusetts
starbucks,389,Starbucks,United States,2541.9,85257,Howard Schultz,20156,Washington,Restaurants,Washington
starwood-hotels,1214,Starwood Hotels,United States,489,13394,Thomas Mangas,5765,Connecticut,Hotels & Motels,Connecticut
starwood-property-trust,1247,Starwood Property Trust,United States,447.3,4511,Barry Sternlicht,757,Connecticut,,Connecticut
state-bank-of-india,149,State Bank of India,India,2439.9,23323,Arundhati Bhattacharya,41771,India,Regional Banks,
state-street,300,State Street,United States,1990,24758,Joseph Hooley,10186,Massachusetts,Investment Services,Massachusetts
statoil,441,Statoil,Norway,-4645.6,53617,Eldar Sætre,57952,Norway,Oil & Gas Operations,
steel-authority-of-india,1442,Steel Authority of India,India,353,2855,P. Singh,7421,India,Iron & Steel,
steinhoff-international,440,Steinhoff International,South Africa,1407.8,22799,Markus Jooste,13289,South Africa,Furniture & Fixtures,
stockland-australia,1308,Stockland Australia,Australia,853.2,7823,Mark Steinert,1631,Australia,Real Estate,
stora-enso,932,Stora Enso,Finland,894.9,6710,Karl-Henrik Sundström,11134,Finland,Paper & Paper Products,
storebrand,1460,Storebrand,Norway,145.9,1705,Odd Grefstad,5188,Norway,Diversified Insurance,
stryker,472,Stryker,United States,1617,40827,Kevin Lobo,10062,Michigan,Medical Equipment & Supplies,Michigan
sumitomo-chemical,693,Sumitomo Chemical,Japan,739.6,7756,Osamu Ishitobi,18432,Japan,Diversified Chemicals,
sumitomo-corp,645,Sumitomo Corp,Japan,-13.1,13746,Kazuo Ohmori,31145,Japan,Trading Companies,
sumitomo-electric,613,Sumitomo Electric,Japan,729.7,9830,Masayoshi Matsumoto,24486,Japan,Auto & Truck Parts,
sumitomo-metal-mining,1578,Sumitomo Metal Mining,Japan,47.2,6480,Nobumasa Kemori,7444,Japan,Diversified Metals & Mining,
sumitomo-mitsui-financial,70,Sumitomo Mitsui Financial,Japan,5762.5,48165,Masayuki Oku,39618,Japan,Regional Banks,
sumitomo-mitsui-trust,402,Sumitomo Mitsui Trust,Japan,1341.2,13044,Hitoshi Tsunekage,9204,Japan,Regional Banks,
sumitomo-realty,635,Sumitomo Realty,Japan,779.6,15222,Junji Takashima,6989,Japan,Real Estate,
sumitomo-rubber,1689,Sumitomo Rubber,Japan,461.2,4090,Tetsuji Mino,7010,Japan,Auto & Truck Parts,
sun-art-retail-group,1233,Sun Art Retail Group,Hong Kong,389.6,6974,Bruno Mercier,15353,Hong Kong,Food Retail,
sun-hung-kai-properties,299,Sun Hung Kai Properties,Hong Kong,3883.9,36781,Ping Kwok,9082,Hong Kong,Real Estate,
sun-life-financial,277,Sun Life Financial,Canada,1786,20863,Dean Connor,15092,Canada,Life & Health Insurance,
sun-pharma-industries,1121,Sun Pharma Industries,India,606.2,29666,Dilip Shanghvi,4132,India,Pharmaceuticals,
suntrust-banks,345,SunTrust Banks,United States,1928,21190,William Rogers,8208,Georgia,Regional Banks,Georgia
sunac-china-holdings,1608,Sunac China Holdings,China,522.6,2301,Meng Wang,3642,China,,
suncor-energy,553,Suncor Energy,Canada,-1559.3,45162,Steven Williams,22830,Canada,Oil & Gas Operations,
suncorp-group,530,Suncorp Group,Australia,774.4,12471,Michael Cameron,10245,Australia,Diversified Insurance,
suning-appliance,980,Suning Appliance,China,138.8,12563,Jian Li,21473,China,Specialty Stores,
suntory-beverage-food,979,Suntory Beverage & Food,Japan,350.7,13541,Nobuhiro Torii,11407,Japan,,
supervalu,1718,Supervalu,United States,165,1436,Mark Gross,17947,Minnesota,Food Retail,Minnesota
surgutneftegas,242,Surgutneftegas,Russia,20164.6,19665,Vladimir Bogdanov,19020,Russia,Oil & Gas Operations,
suruga-bank,1660,Suruga Bank,Japan,306.1,4572,Mitsuyoshi Okano,1117,Japan,Regional Banks,
suzuken,1563,Suzuken,Japan,198.6,3642,Yoshiki Bessho,17752,Japan,Pharmaceuticals,
suzuki-motor,488,Suzuki Motor,Japan,984.8,14196,Osamu Suzuki,26664,Japan,Auto & Truck Manufacturers,
svenska-handelsbanken,357,Svenska Handelsbanken,Sweden,1945.9,25219,Frank Vang-Jensen,6708,Sweden,Regional Banks,
swatch-group,709,Swatch Group,Switzerland,1131,18558,Georges Hayek,8777,Switzerland,Apparel/Accessories,
swedbank,373,Swedbank,Sweden,1864.2,23715,Birgitte Bonnesen,6585,Sweden,Regional Banks,
swire-pacific,487,Swire Pacific,Hong Kong,1732.2,15757,John Slosar,7854,Hong Kong,Conglomerates,
swiss-life-holding,439,Swiss Life Holding,Switzerland,905.6,8358,Patrick Frost,20555,Switzerland,Life & Health Insurance,
swiss-re,118,Swiss Re,Switzerland,4594.6,35449,Michel Liès,35658,Switzerland,Diversified Insurance,
swisscom,469,Swisscom,Switzerland,1413.5,26059,Urs Schaeppi,12128,Switzerland,Telecommunications services,
symantec,1064,Symantec,United States,619,11747,Michael Brown,5424,California,Software & Programming,California
synchrony-financial,314,Synchrony Financial,United States,2244,25432,Margaret Keane,11233,Connecticut,Consumer Financial Services,Connecticut
syndicate-bank,1652,Syndicate Bank,India,272.6,750,Arun Shrivastava,3880,India,Regional Banks,
syngenta,443,Syngenta,Switzerland,1321,38291,John Ramsay,13377,Switzerland,Specialized Chemicals,
synovus-financial,1961,Synovus Financial,United States,224.6,3946,Kessel Stelling,1228,Georgia,Regional Banks,Georgia
sysco,518,Sysco,United States,766.8,25842,Bill DeLaney,48865,Texas,Food Retail,Texas
sysmex,1848,Sysmex,Japan,273.4,13632,Hisashi Ietsugu,2075,Japan,Medical Equipment & Supplies,
t-rowe-price,1041,T Rowe Price,United States,1201.7,19210,William Stromberg,4241,Maryland,Investment Services,Maryland
td-holdings,602,T&D Holdings,Japan,665.7,6746,Kenji Nakagome,16268,Japan,Life & Health Insurance,
taqa,1649,TAQA,United Arab Emirates,-490.1,1074,Edqard Lafehr,5267,United Arab Emirates,Electric Utilities,
tcl-corp,1015,TCL Corp,China,326,6772,Dong Li,16427,China,Consumer Electronics,
td-ameritrade-holding,847,TD Ameritrade Holding,United States,830,16993,Fredric Tomczyk,3292,Nebraska,Investment Services,Nebraska
td-bank-group,67,TD Bank Group,Canada,6228,81818,Bharat Masrani,29815,Canada,Major Banks,
tdk,1009,TDK,Japan,589.1,8090,Takehiro Kamigama,9658,Japan,Electronics,
te-connectivity,498,TE Connectivity,Switzerland,2044,21893,Thomas Lynch,11887,Switzerland,Electronics,
telus,616,TELUS,Canada,1080.2,18476,Darren Entwistle,9716,Canada,Telecommunications services,
tjx-cos,412,TJX Cos,United States,2277.7,50708,Ernie Herrman,30945,Massachusetts,Apparel/Footwear Retail,Massachusetts
tmb-bank,1954,TMB Bank,Thailand,279.6,2901,Boontuck Wungcharoen,1398,Thailand,Regional Banks,
tpv-technology,1976,TPV Technology,Hong Kong,-28.2,384,Chien Hsuan,10997,Hong Kong,Computer Storage Devices,
tui,1012,TUI,Germany,294.5,8286,Friedrich Joussen,22404,Germany,Business & Personal Services,
taisei,939,Taisei,Japan,525.2,8092,Takashi Yamauchi,13346,Japan,Construction Services,
taishin-financial-holdings,1390,Taishin Financial Holdings,Taiwan,416.4,3264,Joseph Jao,1565,Taiwan,Investment Services,
taiwan-business-bank,1752,Taiwan Business Bank,Taiwan,161,1501,Rueen-Fong Chu,971,Taiwan,Regional Banks,
taiwan-cooperative-financial,1269,Taiwan Cooperative Financial,Taiwan,411.9,4901,Shih Lin,2049,Taiwan,Regional Banks,
taiwan-high-speed-rail,1582,Taiwan High Speed Rail,Taiwan,657.3,2726,Kuang Cheng,1634,Taiwan,Railroads,
taiwan-mobile,1510,Taiwan Mobile,Taiwan,494,11197,Chun Cheng,3658,Taiwan,Telecommunications services,
taiwan-semiconductor,137,Taiwan Semiconductor,Taiwan,9093.9,125605,Te Liu,25661,Taiwan,Semiconductors,
takeda-pharmaceutical,666,Takeda Pharmaceutical,Japan,-924.1,39036,"Christophe Weber,",15125,Japan,Pharmaceuticals,
talanx,413,Talanx,Germany,814,8566,Herbert Haas,33940,Germany,Diversified Insurance,
targa-resources,1693,Targa Resources Corp.,United States,58,6370,Joe Perkins,6618,Texas,Oil & Gas Operations,Texas
target,164,Target,United States,3363,49397,Brian Cornell,73785,Minnesota,Discount Stores,Minnesota
tata-consultancy-services,385,Tata Consultancy Services,India,3706.3,71585,Natarajan Chandrasekaran,16595,India,Computer Services,
tata-motors,278,Tata Motors,India,2288.2,20366,Günter Butschek,40516,India,Auto & Truck Manufacturers,
tata-steel,1178,Tata Steel,India,-858.5,5164,Cyrus Mistry,18718,India,Iron & Steel,
tatneft,810,Tatneft,Russia,1613.9,11227,Nail Maganov,9017,Russia,Oil & Gas Operations,
taylor-wimpey,1354,Taylor Wimpey,United Kingdom,748.8,8257,Peter Redfern,4797,United Kingdom,Construction Services,
tech-data,1555,Tech Data,United States,265.7,2507,Robert Dutkowsky,26380,Florida,Electronics,Florida
tech-mahindra,1945,Tech Mahindra,India,419.6,6982,Chander Gurnani,4009,India,,
technip,1286,Technip,France,50,7052,Thierry Pilenko,11464,France,Oil Services & Equipment,
techtronic-industries-co,1828,Techtronic Industries,Hong Kong,354.4,6951,Joseph Galli,5038,Hong Kong,Household/Personal Care,
teck-resources,1438,Teck Resources,Canada,-1933.8,6000,Donald Lindsay,6455,Canada,Diversified Metals & Mining,
telecom-italia,628,Telecom Italia,Italy,-79.8,18440,Flavio Cattaneo,21866,Italy,Telecommunications services,
telefonica,104,Telefónica,Spain,3044,55197,José María López,52362,Spain,Telecommunications services,
telekom-indonesia,659,Telekom Indonesia,Indonesia,1198.2,27413,Alex Sinaga,7839,Indonesia,Telecommunications services,
telenor,598,Telenor,Norway,469.9,24633,Sigve Brekke,15573,Norway,Telecommunications services,
teliasonera,483,Teliasonera,Sweden,1016.3,21040,Johan Dennelind,11481,Sweden,Telecommunications services,
telstra,262,Telstra,Australia,3180.9,50828,Andrew Penn,20248,Australia,Telecommunications services,
tenaga-nasional,464,Tenaga Nasional,Malaysia,1495,20991,Azman Mohammed,11178,Malaysia,Electric Utilities,
tenaris,1149,Tenaris,Luxembourg,-83.2,16229,Paolo Rocca,7090,Luxembourg,Oil Services & Equipment,
tencent-holdings,201,Tencent Holdings,China,4584.4,197439,Huateng Ma,16349,China,Computer Services,
tenet-healthcare,1208,Tenet Healthcare,United States,-140,3232,Trevor Fetter,18638,Texas,Healthcare Services,Texas
terna,1101,Terna,Italy,660.4,10890,Matteo Fante,2060,Italy,Electric Utilities,
terumo,1441,Terumo,Japan,400.8,15119,Koji Nakao,4314,Japan,Medical Equipment & Supplies,
tesco,375,Tesco,United Kingdom,462.9,21894,David Lewis,82336,United Kingdom,Food Retail,
tesla,1568,Tesla Motors,United States,-888.7,33509,Elon Musk,4046,California,,California
tesoro,562,Tesoro,United States,1540,10335,Gregory Goff,28644,Texas,Oil & Gas Operations,Texas
teva-pharmaceutical,241,Teva Pharmaceutical,Israel,1591,58467,Erez Vigodman,19628,Israel,Pharmaceuticals,
texas-instruments,394,Texas Instruments,United States,2944,58989,Richard Templeton,13000,Texas,Semiconductors,Texas
textron,759,Textron,United States,719,10787,Scott Donnelly,13551,Rhode Island,Conglomerates,Rhode Island
thai-beverage,1129,Thai Beverage,Thailand,772.5,13570,Thapana Sirivadhanabhakdi,5026,Thailand,Beverages,
thai-oil,1765,Thai Oil,Thailand,355.4,3872,Atikom Terbsiri,8566,Thailand,Oil & Gas Operations,
thales,521,Thales,France,848.4,17797,Patrice Caine,15595,France,Aerospace & Defense,
thanachart-capital,1974,Thanachart Capital,Thailand,155.9,1320,Suphadej Poonpipat,1909,Thailand,Regional Banks,
priceline,445,The Priceline Group,United States,2551.4,66412,Jeffery Boyd,9224,Connecticut,Business & Personal Services,Connecticut
thermo-fisher-scientific,267,Thermo Fisher Scientific,United States,1975.4,57782,Marc Casper,16965,Massachusetts,Precision Healthcare Equipment,Massachusetts
thomas-cook-group,1885,Thomas Cook Group,United Kingdom,35.5,2028,Peter Fankhauser,11801,United Kingdom,Business & Personal Services,
thomson-reuters,405,Thomson Reuters,United States,1259.9,30935,James Smith,12205,New York,Printing & Publishing,New York
thyssenkrupp-group,661,ThyssenKrupp Group,Germany,261.7,13795,Heinrich Hiesinger,46887,Germany,Conglomerates,
tiffany-co,1610,Tiffany & Co.,United States,464,9201,Frederic Cumenal,4105,New York,Specialty Stores,New York
time-warner,156,Time Warner,United States,3824,60565,Jeff Bewkes,28118,New York,Broadcasting & Cable,New York
time-warner-cable,227,Time Warner Cable,United States,1825,57065,Robert Marcus,23697,New York,Broadcasting & Cable,New York
tingyi-holding,1769,Tingyi Holding,China,256.4,6494,Hong Wei,9103,China,Food Processing,
toho-bank,1726,Toho Bank,Japan,150.2,859,Seishi Kitamura,554,Japan,Regional Banks,
tohoku-electric-power,731,Tohoku Electric Power,Japan,701.2,6193,Makoto Kaiwa,17676,Japan,Electric Utilities,
tokio-marine-holdings,186,Tokio Marine Holdings,Japan,1770.2,26492,Shuzo Sumi,35673,Japan,Property & Casualty Insurance,
tokyo-electric-power,288,Tokyo Electric Power,Japan,5036.7,8754,Fumio Sudo,52592,Japan,Electric Utilities,
tokyo-electron,1111,Tokyo Electron,Japan,773.6,11668,Toshiki Kawai,5630,Japan,Semiconductors,
tokyo-gas,607,Tokyo Gas,Japan,1131.1,11043,Tsuyoshi Okamoto,16952,Japan,Natural Gas Utilities,
tokyo-ty-financial-group,1776,Tokyo TY Financial Group,Japan,72,807,Isao Sakai,647,Japan,Regional Banks,
tokyu,883,Tokyu,Japan,491.2,11047,Hirofumi Nomoto,9032,Japan,Railroads,
tokyu-fudosan,1614,Tokyu Fudosan,Japan,281.2,4451,Kiyoshi Kanazashi,7011,Japan,Real Estate,
tonengeneral-sekiyu,1559,TonenGeneral Sekiyu,Japan,0.4,3428,Jun Muto,21706,Japan,Oil & Gas Operations,
tongling-nonferrous-metals,1788,Tongling Nonferrous Metals,China,29,4123,Xiuming Song,14712,China,Diversified Metals & Mining,
top-frontier-investment-holdings,1194,Top Frontier Investment Holdings,Philippines,3.8,1149,Ramon Ang,14887,Philippines,,
toppan-printing,1336,Toppan Printing,Japan,202.6,6189,Naoki Adachi,12398,Japan,Printing & Publishing,
toray-industries,617,Toray Industries,Japan,699.3,14200,Akihiro Nikkaku,17379,Japan,Diversified Chemicals,
torchmark,1319,Torchmark,United States,527.1,6927,Gary Coleman,3766,Texas,Life & Health Insurance,Texas
toshiba,727,Toshiba,Japan,-4866.6,9409,Masashi Muromachi,52545,Japan,Electronics,
total,30,Total,France,5034.1,121917,Patrick Pouyanné,143359,France,Oil & Gas Operations,
total-system-services,1817,Total System Services,United States,361.6,9342,M. Woods,2784,Georgia,Business & Personal Services,Georgia
